"","station_id","stationname","daytype","rides","date"
"810511",40390,"Forest Park","W",3664,2006-08-28
"810604",40390,"Forest Park","W",3806,2004-09-02
"810718",40390,"Forest Park","W",4185,2014-09-16
"810750",40390,"Forest Park","W",4066,2013-08-07
"811004",40390,"Forest Park","U",1672,2008-08-24
"811176",40390,"Forest Park","W",3911,2011-03-09
"811199",40390,"Forest Park","W",3755,2004-03-08
"811344",40390,"Forest Park","U",1211,2012-02-05
"811469",40390,"Forest Park","W",4088,2012-11-30
"811621",40390,"Forest Park","U",1334,2007-07-29
"811640",40390,"Forest Park","W",3888,2017-09-07
"811671",40390,"Forest Park","W",4148,2005-09-23
"811799",40390,"Forest Park","A",2056,2013-08-10
"811953",40390,"Forest Park","A",1987,2014-09-20
"811977",40390,"Forest Park","W",4291,2008-11-17
"812222",40390,"Forest Park","A",2636,2006-07-08
"812229",40390,"Forest Park","U",723,2010-12-25
"812292",40390,"Forest Park","W",3670,2007-01-26
"812311",40390,"Forest Park","W",3774,2014-02-25
"812532",40390,"Forest Park","W",3667,2011-06-20
"812618",40390,"Forest Park","W",4010,2012-04-13
"812778",40390,"Forest Park","W",3585,2017-09-25
"813006",40390,"Forest Park","U",1138,2017-03-19
"813142",40390,"Forest Park","W",3616,2001-03-21
"813397",40390,"Forest Park","W",4256,2004-09-29
"813495",40390,"Forest Park","W",4414,2012-10-04
"813830",40390,"Forest Park","A",1735,2007-10-27
"813927",40390,"Forest Park","W",3860,2006-02-21
"813938",40390,"Forest Park","W",3352,2003-01-17
"814501",40390,"Forest Park","W",3996,2012-03-07
"814752",40390,"Forest Park","A",1462,2001-09-22
"814773",40390,"Forest Park","W",3869,2013-06-04
"814866",40390,"Forest Park","W",3515,2013-11-19
"814919",40390,"Forest Park","W",4051,2012-05-24
"815332",40390,"Forest Park","W",4029,2009-02-17
"815360",40390,"Forest Park","W",3742,2005-03-16
"815495",40390,"Forest Park","W",3831,2004-09-17
"815692",40390,"Forest Park","U",1341,2013-03-17
"815986",40390,"Forest Park","W",3806,2001-12-05
"816046",40390,"Forest Park","W",4164,2011-10-27
"816196",40390,"Forest Park","W",4026,2007-07-20
"816215",40390,"Forest Park","W",3515,2006-03-21
"816396",40390,"Forest Park","W",4042,2006-09-29
"816590",40390,"Forest Park","W",3884,2008-02-26
"816650",40390,"Forest Park","W",4422,2008-11-13
"817230",40390,"Forest Park","W",3959,2009-05-21
"817507",40390,"Forest Park","W",4746,2008-10-02
"817962",40390,"Forest Park","W",3378,2005-03-22
"818107",40390,"Forest Park","W",3906,2010-11-30
"818573",40390,"Forest Park","W",3724,2002-08-01
"818647",40390,"Forest Park","W",3619,2014-01-29
"818911",40390,"Forest Park","W",3565,2004-01-28
"818930",40390,"Forest Park","A",2236,2017-08-05
"819017",40390,"Forest Park","W",4285,2006-10-17
"819026",40390,"Forest Park","W",3698,2014-02-24
"819027",40390,"Forest Park","W",3743,2010-10-29
"819096",40390,"Forest Park","W",3959,2009-05-04
"819118",40390,"Forest Park","U",1290,2011-12-11
"819135",40390,"Forest Park","W",3507,2013-12-09
"819184",40390,"Forest Park","W",2953,2003-10-13
"819207",40390,"Forest Park","W",4245,2006-09-07
"819503",40390,"Forest Park","A",1623,2003-09-13
"819553",40390,"Forest Park","A",1837,2013-04-06
"819554",40390,"Forest Park","W",4491,2010-08-06
"819557",40390,"Forest Park","W",3840,2005-06-13
"819642",40390,"Forest Park","U",1010,2002-08-11
"820028",40390,"Forest Park","W",3482,2001-04-19
"820082",40390,"Forest Park","W",3617,2003-03-19
"820103",40390,"Forest Park","W",3279,2017-01-27
"820109",40390,"Forest Park","W",3599,2005-03-02
"820165",40390,"Forest Park","W",2635,2012-02-20
"820271",40390,"Forest Park","W",4769,2008-10-09
"820287",40390,"Forest Park","W",3799,2011-07-18
"820661",40390,"Forest Park","U",1721,2013-08-18
"820717",40390,"Forest Park","U",864,2005-01-02
"820726",40390,"Forest Park","W",4005,2012-05-01
"821069",40390,"Forest Park","W",3651,2015-02-05
"821291",40390,"Forest Park","W",4025,2014-09-02
"821466",40390,"Forest Park","W",4040,2002-11-06
"821726",40390,"Forest Park","W",3871,2009-03-03
"822128",40390,"Forest Park","W",4079,2009-10-06
"822401",40390,"Forest Park","W",3756,2006-02-06
"822521",40390,"Forest Park","A",1619,2002-09-14
"822870",40390,"Forest Park","W",4004,2008-05-02
"823217",40390,"Forest Park","A",1807,2010-11-06
"823382",40390,"Forest Park","W",2915,2016-03-25
"823444",40390,"Forest Park","W",3847,2005-11-29
"823603",40390,"Forest Park","W",3853,2003-05-07
"823731",40390,"Forest Park","W",3906,2008-01-15
"823949",40390,"Forest Park","W",3593,2014-03-25
"823985",40390,"Forest Park","W",3739,2010-03-16
"824070",40390,"Forest Park","A",1191,2007-02-03
"824077",40390,"Forest Park","W",3809,2002-12-10
"824109",40390,"Forest Park","W",3816,2004-11-01
"824506",40390,"Forest Park","W",3642,2002-05-06
"824544",40390,"Forest Park","W",4648,2008-07-23
"824812",40390,"Forest Park","W",4275,2006-10-10
"824851",40390,"Forest Park","W",3913,2002-10-29
"825095",40390,"Forest Park","W",3611,2002-04-02
"825129",40390,"Forest Park","W",3835,2007-06-22
"825206",40390,"Forest Park","W",3774,2013-01-18
"825363",40390,"Forest Park","W",3702,2001-01-31
"825468",40390,"Forest Park","A",1507,2004-10-16
"825471",40390,"Forest Park","W",4129,2007-06-12
"825597",40390,"Forest Park","W",3638,2006-02-27
"825805",40390,"Forest Park","W",3599,2001-11-09
"826018",40390,"Forest Park","W",2969,2007-04-06
"826296",40390,"Forest Park","W",3811,2003-07-22
"826412",40390,"Forest Park","W",3567,2006-03-27
"826610",40390,"Forest Park","W",3723,2013-12-06
"826625",40390,"Forest Park","W",3521,2010-12-17
"826643",40390,"Forest Park","W",3420,2002-01-31
"826693",40390,"Forest Park","W",4708,2008-10-14
"826707",40390,"Forest Park","W",4026,2009-07-14
"826825",40390,"Forest Park","W",3818,2006-04-13
"826833",40390,"Forest Park","W",3553,2005-08-01
"826964",40390,"Forest Park","W",3770,2013-06-24
"827040",40390,"Forest Park","W",3724,2003-08-25
"827232",40390,"Forest Park","A",1427,2007-03-03
"827239",40390,"Forest Park","W",3388,2017-01-23
"827875",40390,"Forest Park","W",3985,2004-12-01
"828113",40390,"Forest Park","U",1295,2005-05-22
"828446",40390,"Forest Park","W",4048,2010-04-12
"828504",40390,"Forest Park","U",750,2001-01-14
"828530",40390,"Forest Park","W",3788,2009-12-07
"828758",40390,"Forest Park","W",2376,2010-02-15
"828791",40390,"Forest Park","U",1044,2003-05-04
"829276",40390,"Forest Park","U",1480,2009-07-26
"829556",40390,"Forest Park","A",1290,2003-03-01
"829609",40390,"Forest Park","W",3906,2016-10-27
"829623",40390,"Forest Park","W",3762,2010-01-26
"829742",40390,"Forest Park","U",982,2006-03-05
"829857",40390,"Forest Park","U",791,2002-03-31
"830143",40390,"Forest Park","W",3856,2013-10-18
"830170",40390,"Forest Park","U",1352,2015-04-12
"830458",40390,"Forest Park","W",3896,2009-04-07
"830533",40390,"Forest Park","W",3653,2017-02-22
"830587",40390,"Forest Park","W",3669,2017-07-07
"830633",40390,"Forest Park","W",3560,2017-05-03
"830742",40390,"Forest Park","W",3655,2003-01-07
"830835",40390,"Forest Park","U",830,2008-01-20
"830877",40390,"Forest Park","W",3775,2006-06-16
"831053",40390,"Forest Park","W",3821,2010-07-12
"831260",40390,"Forest Park","U",1710,2013-07-21
"831333",40390,"Forest Park","U",1298,2007-09-30
"831347",40390,"Forest Park","W",3759,2017-09-26
"831507",40390,"Forest Park","U",1569,2008-05-18
"831520",40390,"Forest Park","W",2943,2017-01-04
"831581",40390,"Forest Park","U",1285,2016-11-27
"831601",40390,"Forest Park","U",1073,2012-02-12
"831776",40390,"Forest Park","A",1710,2013-03-02
"831832",40390,"Forest Park","W",3892,2010-08-03
"831853",40390,"Forest Park","W",4124,2012-12-03
"831906",40390,"Forest Park","W",3426,2017-10-23
"832089",40390,"Forest Park","U",1019,2003-10-26
"832091",40390,"Forest Park","W",2456,2011-02-21
"832136",40390,"Forest Park","W",4007,2011-08-01
"832198",40390,"Forest Park","W",3713,2003-04-02
"832426",40390,"Forest Park","W",3717,2009-05-15
"832655",40390,"Forest Park","A",1663,2006-04-22
"832829",40390,"Forest Park","W",4050,2006-06-28
"833264",40390,"Forest Park","W",3784,2011-04-18
"833320",40390,"Forest Park","U",1137,2004-06-13
"833328",40390,"Forest Park","U",1099,2011-01-16
"833356",40390,"Forest Park","W",4074,2007-03-14
"833458",40390,"Forest Park","W",4097,2011-06-13
"833471",40390,"Forest Park","W",4038,2009-05-27
"833680",40390,"Forest Park","W",4298,2007-09-13
"833702",40390,"Forest Park","W",3156,2016-10-10
"833801",40390,"Forest Park","W",4159,2002-10-09
"833827",40390,"Forest Park","W",3998,2008-04-04
"833951",40390,"Forest Park","W",4112,2013-02-13
"834313",40390,"Forest Park","W",3616,2016-02-01
"834401",40390,"Forest Park","W",4078,2008-03-18
"834463",40390,"Forest Park","W",3923,2013-01-17
"834540",40390,"Forest Park","W",4056,2007-06-15
"834640",40390,"Forest Park","W",3819,2015-08-12
"834707",40390,"Forest Park","W",4259,2012-10-05
"834741",40390,"Forest Park","W",3610,2016-03-02
"834814",40390,"Forest Park","W",4179,2011-10-21
"834943",40390,"Forest Park","U",1657,2014-08-24
"835018",40390,"Forest Park","W",3416,2004-05-28
"835021",40390,"Forest Park","W",4186,2003-11-20
"835196",40390,"Forest Park","A",1813,2014-11-08
"835271",40390,"Forest Park","W",4045,2014-08-11
"835303",40390,"Forest Park","W",3598,2014-11-17
"835473",40390,"Forest Park","U",1140,2009-05-25
"835476",40390,"Forest Park","W",3113,2013-03-29
"835625",40390,"Forest Park","W",3861,2012-07-20
"835865",40390,"Forest Park","W",4588,2008-07-29
"835875",40390,"Forest Park","U",1148,2012-01-15
"836061",40390,"Forest Park","W",3951,2015-06-09
"836361",40390,"Forest Park","W",3354,2017-03-17
"836440",40390,"Forest Park","U",1167,2016-11-24
"836692",40390,"Forest Park","W",3836,2001-07-17
"837008",40390,"Forest Park","A",1632,2012-12-29
"837043",40390,"Forest Park","W",3707,2004-02-03
"837088",40390,"Forest Park","W",3977,2015-11-03
"837241",40390,"Forest Park","W",3493,2001-05-21
"837443",40390,"Forest Park","W",3509,2002-05-17
"837452",40390,"Forest Park","W",3913,2009-02-18
"837591",40390,"Forest Park","W",3887,2007-03-22
"837619",40390,"Forest Park","A",1703,2002-08-31
"837620",40390,"Forest Park","A",1773,2006-12-16
"837675",40390,"Forest Park","W",3723,2002-08-20
"837940",40390,"Forest Park","W",3929,2007-08-27
"837954",40390,"Forest Park","U",1246,2013-03-03
"838971",40390,"Forest Park","W",3758,2013-04-10
"839037",40390,"Forest Park","W",3769,2014-02-13
"839716",40390,"Forest Park","W",3546,2003-04-07
"839772",40390,"Forest Park","W",3704,2011-07-18
"839792",40390,"Forest Park","U",825,2002-11-28
"839879",40390,"Forest Park","A",1502,2005-04-23
"840428",40390,"Forest Park","U",1430,2013-09-02
"840529",40390,"Forest Park","W",3523,2001-10-26
"840638",40390,"Forest Park","U",1340,2014-12-07
"840670",40390,"Forest Park","W",3898,2005-11-16
"840763",40390,"Forest Park","A",1525,2007-11-24
"840828",40390,"Forest Park","W",3565,2003-04-03
"840850",40390,"Forest Park","W",3724,2013-02-11
"840979",40390,"Forest Park","W",4218,2008-08-18
"840991",40390,"Forest Park","A",1897,2011-03-19
"841091",40390,"Forest Park","W",3657,2016-03-14
"841778",40390,"Forest Park","W",3722,2014-11-24
"841945",40390,"Forest Park","W",3664,2015-05-04
"842112",40390,"Forest Park","W",4423,2009-09-15
"842278",40390,"Forest Park","W",3755,2017-09-06
"842522",40390,"Forest Park","W",3779,2011-02-22
"842674",40390,"Forest Park","W",3813,2003-03-25
"842968",40390,"Forest Park","W",3395,2001-01-05
"842990",40390,"Forest Park","A",1546,2009-04-25
"843195",40390,"Forest Park","A",1564,2008-03-01
"843233",40390,"Forest Park","W",4389,2007-10-02
"843553",40390,"Forest Park","W",3984,2009-03-09
"843555",40390,"Forest Park","W",3062,2002-10-14
"843571",40390,"Forest Park","W",3614,2005-02-17
"843661",40390,"Forest Park","W",4378,2008-11-14
"843794",40390,"Forest Park","A",2479,2007-07-07
"843805",40390,"Forest Park","W",4337,2009-09-01
"843893",40390,"Forest Park","W",3833,2015-07-27
"843934",40390,"Forest Park","W",4229,2012-05-08
"844429",40390,"Forest Park","W",4262,2014-09-17
"844822",40390,"Forest Park","U",1626,2007-09-02
"844861",40390,"Forest Park","U",792,2004-03-07
"845013",40390,"Forest Park","W",4006,2013-07-31
"845091",40390,"Forest Park","W",3562,2015-06-15
"845124",40390,"Forest Park","U",1099,2004-11-07
"845265",40390,"Forest Park","W",4083,2010-04-27
"845315",40390,"Forest Park","W",3685,2010-02-24
"845537",40390,"Forest Park","A",1520,2014-01-18
"845542",40390,"Forest Park","W",3858,2006-02-14
"845622",40390,"Forest Park","W",3760,2009-03-31
"845712",40390,"Forest Park","W",3848,2013-05-31
"845744",40390,"Forest Park","W",3891,2005-06-07
"845984",40390,"Forest Park","W",4494,2008-09-02
"846206",40390,"Forest Park","U",1063,2007-04-01
"846249",40390,"Forest Park","W",4233,2007-10-25
"846265",40390,"Forest Park","U",913,2001-04-08
"846624",40390,"Forest Park","A",1527,2009-10-24
"846737",40390,"Forest Park","W",3989,2013-11-06
"847136",40390,"Forest Park","U",616,2002-01-01
"847241",40390,"Forest Park","W",3958,2007-07-13
"847636",40390,"Forest Park","W",3978,2010-08-30
"848349",40390,"Forest Park","W",3948,2012-07-23
"848367",40390,"Forest Park","W",2862,2009-12-29
"848374",40390,"Forest Park","W",4240,2008-06-05
"848551",40390,"Forest Park","A",1323,2017-03-25
"848617",40390,"Forest Park","W",3781,2002-06-20
"848745",40390,"Forest Park","W",3893,2002-07-30
"848807",40390,"Forest Park","W",3760,2013-12-13
"848833",40390,"Forest Park","A",1325,2001-05-12
"848858",40390,"Forest Park","A",2696,2006-07-01
"848966",40390,"Forest Park","U",1173,2015-01-18
"849031",40390,"Forest Park","U",1221,2007-11-18
"849033",40390,"Forest Park","W",2495,2006-12-26
"849054",40390,"Forest Park","W",3659,2003-05-02
"849255",40390,"Forest Park","A",1348,2004-02-21
"849276",40390,"Forest Park","W",3480,2014-12-19
"849335",40390,"Forest Park","U",2046,2011-08-21
"849614",40390,"Forest Park","W",3663,2001-03-01
"849882",40390,"Forest Park","U",1139,2001-10-07
"850023",40390,"Forest Park","A",1851,2004-11-20
"850072",40390,"Forest Park","A",1731,2017-08-26
"850142",40390,"Forest Park","U",1075,2009-02-08
"850189",40390,"Forest Park","W",4015,2007-08-15
"850232",40390,"Forest Park","U",1997,2013-10-13
"850449",40390,"Forest Park","W",3833,2009-06-15
"850533",40390,"Forest Park","W",4061,2013-05-07
"851036",40390,"Forest Park","U",883,2013-12-25
"851079",40390,"Forest Park","A",2040,2008-10-04
"851086",40390,"Forest Park","W",4340,2007-10-16
"851120",40390,"Forest Park","A",1534,2016-03-05
"851213",40390,"Forest Park","W",4147,2011-11-07
"851282",40390,"Forest Park","W",4059,2014-05-07
"851380",40390,"Forest Park","W",3643,2016-05-25
"851406",40390,"Forest Park","W",3652,2010-01-28
"851658",40390,"Forest Park","U",1059,2013-01-20
"851794",40390,"Forest Park","U",1124,2007-03-11
"851868",40390,"Forest Park","W",3642,2001-06-05
"852017",40390,"Forest Park","U",2319,2007-07-01
"852387",40390,"Forest Park","W",6705,2007-07-03
"852531",40390,"Forest Park","A",1581,2004-03-13
"852567",40390,"Forest Park","W",4420,2011-09-13
"852569",40390,"Forest Park","W",3970,2009-02-24
"852874",40390,"Forest Park","W",3656,2001-07-31
"852904",40390,"Forest Park","W",4233,2010-06-28
"853104",40390,"Forest Park","W",3754,2009-02-27
"853111",40390,"Forest Park","W",4236,2003-09-16
"853181",40390,"Forest Park","W",3610,2002-05-16
"853275",40390,"Forest Park","W",3996,2003-09-08
"853994",40390,"Forest Park","A",1828,2016-09-10
"854171",40390,"Forest Park","W",3859,2011-02-17
"854184",40390,"Forest Park","W",3780,2001-11-19
"854457",40390,"Forest Park","W",3788,2005-12-15
"854462",40390,"Forest Park","U",1389,2009-06-21
"854479",40390,"Forest Park","W",3444,2015-03-06
"854598",40390,"Forest Park","W",3699,2006-05-26
"854738",40390,"Forest Park","W",3637,2002-03-18
"854763",40390,"Forest Park","W",4299,2007-09-06
"855017",40390,"Forest Park","W",4232,2010-09-07
"855150",40390,"Forest Park","W",3922,2010-10-22
"855187",40390,"Forest Park","W",3803,2015-09-04
"855332",40390,"Forest Park","A",1323,2009-01-17
"855506",40390,"Forest Park","W",3717,2009-03-26
"855567",40390,"Forest Park","W",4404,2007-10-09
"855720",40390,"Forest Park","W",3443,2016-03-07
"856041",40390,"Forest Park","A",1963,2013-07-27
"856057",40390,"Forest Park","W",4245,2013-09-25
"856126",40390,"Forest Park","A",1544,2014-12-27
"856481",40390,"Forest Park","W",3710,2001-07-25
"856654",40390,"Forest Park","W",3768,2006-05-22
"856657",40390,"Forest Park","W",3932,2005-08-30
"856806",40390,"Forest Park","W",3863,2002-12-03
"856974",40390,"Forest Park","W",4095,2011-08-03
"857025",40390,"Forest Park","W",4013,2010-04-16
"857029",40390,"Forest Park","W",3705,2016-01-21
"857175",40390,"Forest Park","W",3979,2009-02-09
"857276",40390,"Forest Park","W",3659,2002-06-13
"857319",40390,"Forest Park","W",4282,2010-09-21
"857421",40390,"Forest Park","A",1914,2011-05-14
"857446",40390,"Forest Park","W",3652,2010-01-25
"857456",40390,"Forest Park","W",3678,2010-04-07
"857586",40390,"Forest Park","A",2561,2008-08-16
"857675",40390,"Forest Park","U",1193,2016-02-07
"858064",40390,"Forest Park","W",3935,2007-07-23
"858153",40390,"Forest Park","W",4690,2008-09-11
"858177",40390,"Forest Park","W",3679,2004-07-27
"858182",40390,"Forest Park","U",1244,2006-05-14
"858290",40390,"Forest Park","U",964,2016-12-18
"858393",40390,"Forest Park","U",1045,2008-01-13
"858668",40390,"Forest Park","W",3597,2001-04-09
"858673",40390,"Forest Park","U",1299,2006-05-21
"858737",40390,"Forest Park","W",3425,2002-01-18
"859005",40390,"Forest Park","U",1252,2012-02-19
"859015",40390,"Forest Park","W",3568,2003-06-16
"859031",40390,"Forest Park","W",3877,2016-09-26
"859240",40390,"Forest Park","W",3847,2012-03-12
"859286",40390,"Forest Park","A",1973,2013-06-29
"859744",40390,"Forest Park","W",4211,2009-09-24
"860148",40390,"Forest Park","U",1109,2009-04-19
"860150",40390,"Forest Park","U",796,2001-09-23
"860911",40390,"Forest Park","W",4046,2015-10-01
"860943",40390,"Forest Park","W",3269,2017-05-19
"861048",40390,"Forest Park","U",1525,2010-07-25
"861112",40390,"Forest Park","W",3618,2015-07-13
"861133",40390,"Forest Park","U",846,2002-05-19
"861228",40390,"Forest Park","W",3787,2004-05-25
"861332",40390,"Forest Park","W",3602,2005-02-04
"861563",40390,"Forest Park","W",3946,2013-10-15
"861613",40390,"Forest Park","W",4065,2006-12-12
"861924",40390,"Forest Park","W",4256,2008-04-15
"861975",40390,"Forest Park","W",3899,2007-08-07
"862084",40390,"Forest Park","W",3639,2004-06-17
"862420",40390,"Forest Park","U",1214,2004-04-18
"862441",40390,"Forest Park","U",1129,2006-10-15
"862565",40390,"Forest Park","W",4301,2005-09-21
"862606",40390,"Forest Park","W",3702,2004-02-23
"862833",40390,"Forest Park","W",3146,2002-01-02
"862840",40390,"Forest Park","A",1846,2017-04-15
"862924",40390,"Forest Park","W",3910,2009-04-20
"863000",40390,"Forest Park","W",4204,2014-07-23
"863051",40390,"Forest Park","W",4182,2015-10-22
"863201",40390,"Forest Park","W",3832,2001-11-15
"863204",40390,"Forest Park","U",1012,2010-02-21
"863225",40390,"Forest Park","W",4766,2008-09-24
"863268",40390,"Forest Park","W",4167,2008-05-19
"863414",40390,"Forest Park","W",4378,2008-11-19
"864054",40390,"Forest Park","W",3774,2009-03-30
"864233",40390,"Forest Park","A",1313,2001-03-03
"864463",40390,"Forest Park","W",3472,2005-07-25
"864611",40390,"Forest Park","W",3875,2004-11-15
"864629",40390,"Forest Park","A",1287,2002-05-25
"864640",40390,"Forest Park","W",3724,2016-12-01
"864719",40390,"Forest Park","W",3573,2016-07-18
"864876",40390,"Forest Park","W",4353,2007-09-18
"865108",40390,"Forest Park","W",3462,2001-06-14
"865117",40390,"Forest Park","W",3751,2004-05-19
"865227",40390,"Forest Park","W",3990,2009-03-12
"865267",40390,"Forest Park","U",2462,2015-06-28
"865409",40390,"Forest Park","W",3559,2017-10-30
"865449",40390,"Forest Park","W",4219,2008-04-03
"865787",40390,"Forest Park","A",1805,2007-09-15
"865954",40390,"Forest Park","W",3537,2008-02-11
"866032",40390,"Forest Park","U",1214,2004-06-20
"866053",40390,"Forest Park","W",3685,2002-06-10
"866059",40390,"Forest Park","A",2267,2013-03-16
"866243",40390,"Forest Park","W",4121,2010-10-15
"866268",40390,"Forest Park","W",3714,2006-05-30
"866327",40390,"Forest Park","W",3781,2013-05-22
"866352",40390,"Forest Park","W",3825,2008-02-06
"866385",40390,"Forest Park","W",3701,2011-02-09
"866425",40390,"Forest Park","A",1541,2009-01-31
"866534",40390,"Forest Park","U",1100,2017-03-26
"866617",40390,"Forest Park","W",3952,2008-11-26
"866705",40390,"Forest Park","W",3738,2009-02-23
"866877",40390,"Forest Park","W",3620,2003-01-29
"866900",40390,"Forest Park","W",3383,2009-03-02
"867515",40390,"Forest Park","W",4079,2008-12-17
"867596",40390,"Forest Park","A",1621,2003-09-20
"867617",40390,"Forest Park","W",3902,2007-08-16
"868161",40390,"Forest Park","W",4020,2010-04-13
"868983",40390,"Forest Park","W",3177,2006-12-28
"869025",40390,"Forest Park","W",4440,2008-08-29
"869103",40390,"Forest Park","W",4199,2011-09-01
"869161",40390,"Forest Park","W",3150,2017-08-21
"869632",40390,"Forest Park","W",3273,2016-08-12
"869863",40390,"Forest Park","W",3968,2012-02-09
"869990",40390,"Forest Park","U",926,2003-01-05
"870340",40390,"Forest Park","A",1863,2006-10-14
"870344",40390,"Forest Park","U",1511,2016-07-03
"870395",40390,"Forest Park","A",1665,2004-09-11
"870615",40390,"Forest Park","W",3748,2011-03-24
"870874",40390,"Forest Park","W",2167,2014-01-20
"870883",40390,"Forest Park","U",1283,2017-04-09
"870974",40390,"Forest Park","W",3670,2017-08-29
"871109",40390,"Forest Park","W",4016,2012-02-29
"871135",40390,"Forest Park","A",2087,2011-06-04
"871303",40390,"Forest Park","W",3883,2001-10-15
"871335",40390,"Forest Park","A",1791,2006-09-30
"871452",40390,"Forest Park","W",4023,2012-08-22
"871537",40390,"Forest Park","W",4167,2010-06-09
"871706",40390,"Forest Park","A",1719,2003-07-12
"871722",40390,"Forest Park","U",1404,2010-07-11
"871758",40390,"Forest Park","A",1919,2008-11-01
"871851",40390,"Forest Park","W",4353,2008-08-15
"872198",40390,"Forest Park","W",3509,2006-03-20
"872284",40390,"Forest Park","W",3814,2007-04-03
"872362",40390,"Forest Park","W",4274,2013-09-24
"872364",40390,"Forest Park","W",3770,2001-10-29
"872534",40390,"Forest Park","A",2097,2007-05-19
"872626",40390,"Forest Park","W",3294,2006-01-03
"872659",40390,"Forest Park","W",3227,2017-07-10
"872788",40390,"Forest Park","W",3669,2009-08-20
"872792",40390,"Forest Park","A",1727,2005-05-28
"872837",40390,"Forest Park","W",3627,2003-03-17
"872852",40390,"Forest Park","W",3279,2007-02-12
"873281",40390,"Forest Park","W",4168,2015-10-21
"873407",40390,"Forest Park","W",3806,2012-06-01
"873718",40390,"Forest Park","A",1921,2009-05-30
"873779",40390,"Forest Park","W",3883,2011-05-25
"873859",40390,"Forest Park","W",4088,2007-07-17
"873897",40390,"Forest Park","W",4231,2011-06-03
"873999",40390,"Forest Park","W",3880,2006-04-20
"874003",40390,"Forest Park","W",3991,2004-12-08
"874008",40390,"Forest Park","W",4755,2008-07-02
"874029",40390,"Forest Park","W",3949,2013-02-14
"874362",40390,"Forest Park","U",1044,2003-04-27
"874530",40390,"Forest Park","U",1248,2007-11-11
"874637",40390,"Forest Park","W",3861,2009-07-13
"874704",40390,"Forest Park","A",1684,2004-04-17
"874709",40390,"Forest Park","A",1382,2009-02-21
"874762",40390,"Forest Park","W",2076,2007-01-15
"874987",40390,"Forest Park","W",3737,2010-02-03
"875127",40390,"Forest Park","W",3347,2005-01-06
"875239",40390,"Forest Park","U",1434,2017-09-10
"875611",40390,"Forest Park","W",3526,2009-12-15
"875625",40390,"Forest Park","A",1534,2016-04-02
"875645",40390,"Forest Park","W",4008,2014-08-20
"875822",40390,"Forest Park","W",4040,2014-05-21
"875938",40390,"Forest Park","W",4075,2009-10-01
"875989",40390,"Forest Park","U",1002,2008-01-27
"876245",40390,"Forest Park","U",838,2001-11-18
"876358",40390,"Forest Park","W",3957,2005-05-26
"876680",40390,"Forest Park","A",1536,2008-01-12
"876724",40390,"Forest Park","U",793,2004-04-11
"876752",40390,"Forest Park","W",4008,2009-10-02
"876813",40390,"Forest Park","W",3777,2005-04-14
"876873",40390,"Forest Park","W",3738,2001-07-27
"876944",40390,"Forest Park","U",1234,2012-12-30
"876976",40390,"Forest Park","U",1810,2017-10-08
"877113",40390,"Forest Park","U",1976,2008-08-03
"877123",40390,"Forest Park","W",3560,2017-06-13
"877230",40390,"Forest Park","W",4078,2010-07-15
"877382",40390,"Forest Park","W",3958,2009-11-06
"877515",40390,"Forest Park","W",4068,2002-09-11
"877676",40390,"Forest Park","W",4003,2015-08-13
"878255",40390,"Forest Park","U",1352,2015-03-15
"878402",40390,"Forest Park","W",3294,2016-01-11
"878457",40390,"Forest Park","A",3169,2005-07-02
"878742",40390,"Forest Park","U",1463,2015-12-06
"878874",40390,"Forest Park","W",3980,2006-11-20
"879249",40390,"Forest Park","W",3587,2003-02-06
"879256",40390,"Forest Park","U",1105,2008-01-06
"879366",40390,"Forest Park","U",1678,2011-12-26
"879473",40390,"Forest Park","W",3890,2010-11-22
"879509",40390,"Forest Park","W",4164,2006-10-20
"879608",40390,"Forest Park","U",1767,2008-08-31
"879628",40390,"Forest Park","W",3655,2001-04-25
"879741",40390,"Forest Park","W",4230,2002-09-25
"879784",40390,"Forest Park","W",3747,2010-01-27
"880098",40390,"Forest Park","A",1456,2009-12-19
"880311",40390,"Forest Park","W",3630,2015-03-04
"880369",40390,"Forest Park","W",3745,2005-07-15
"880470",40390,"Forest Park","W",4425,2008-06-18
"880826",40390,"Forest Park","A",1925,2004-08-14
"880832",40390,"Forest Park","W",4586,2008-11-12
"880982",40390,"Forest Park","W",2034,2003-12-26
"881254",40390,"Forest Park","U",1780,2001-07-04
"881310",40390,"Forest Park","W",3750,2005-04-07
"881383",40390,"Forest Park","W",2062,2001-11-23
"881426",40390,"Forest Park","W",3778,2017-11-15
"881739",40390,"Forest Park","W",3651,2016-05-20
"881872",40390,"Forest Park","U",1350,2014-10-05
"881970",40390,"Forest Park","W",3898,2013-03-07
"882027",40390,"Forest Park","W",3760,2009-01-06
"882274",40390,"Forest Park","U",1167,2004-10-31
"882614",40390,"Forest Park","U",1639,2012-09-09
"882821",40390,"Forest Park","W",3881,2017-09-13
"883038",40390,"Forest Park","W",3896,2014-06-11
"883433",40390,"Forest Park","W",4429,2006-07-06
"883829",40390,"Forest Park","A",1384,2015-12-26
"883862",40390,"Forest Park","W",4331,2007-09-19
"883951",40390,"Forest Park","W",3880,2013-11-22
"884009",40390,"Forest Park","W",3518,2005-05-27
"884454",40390,"Forest Park","W",3867,2013-11-26
"884565",40390,"Forest Park","W",3691,2009-08-03
"884670",40390,"Forest Park","W",3604,2002-06-17
"885002",40390,"Forest Park","W",3228,2001-02-12
